Wavelength nm.	RawData ...
200.00	2.696411
201.00	2.780640
202.00	2.808472
203.00	2.832153
204.00	2.802368
205.00	2.829834
206.00	2.855469
207.00	2.885010
208.00	2.914185
209.00	2.889282
210.00	2.915527
211.00	2.891479
212.00	2.914795
213.00	2.893677
214.00	2.913818
215.00	2.894165
216.00	2.875610
217.00	2.829590
218.00	2.789673
219.00	2.711304
220.00	2.597046
221.00	2.484985
222.00	2.330444
223.00	2.168457
224.00	2.000244
225.00	1.828979
226.00	1.670898
227.00	1.504883
228.00	1.343262
229.00	1.191895
230.00	1.056641
231.00	0.932617
232.00	0.807373
233.00	0.692627
234.00	0.586670
235.00	0.492065
236.00	0.410400
237.00	0.338257
238.00	0.267456
239.00	0.202271
240.00	0.144897
241.00	0.098633
242.00	0.061646
243.00	0.024536
244.00	-0.005859
245.00	-0.031738
246.00	-0.053223
247.00	-0.069336
248.00	-0.084473
249.00	-0.097046
250.00	-0.106445
251.00	-0.114502
252.00	-0.120361
253.00	-0.125244
254.00	-0.128906
255.00	-0.131348
256.00	-0.134033
257.00	-0.135376
258.00	-0.136963
259.00	-0.138184
260.00	-0.139038
261.00	-0.139648
262.00	-0.139648
263.00	-0.139526
264.00	-0.140015
265.00	-0.140137
266.00	-0.140625
267.00	-0.140015
268.00	-0.140137
269.00	-0.140015
270.00	-0.139893
271.00	-0.140137
272.00	-0.140015
273.00	-0.140503
274.00	-0.140625
275.00	-0.140747
276.00	-0.140503
277.00	-0.139893
278.00	-0.140259
279.00	-0.140625
280.00	-0.140625
281.00	-0.140259
282.00	-0.140625
283.00	-0.140503
284.00	-0.140503
285.00	-0.140381
286.00	-0.140991
287.00	-0.140991
288.00	-0.140747
289.00	-0.140625
290.00	-0.140869
291.00	-0.140747
292.00	-0.140503
293.00	-0.140625
294.00	-0.140747
295.00	-0.141235
296.00	-0.141235
297.00	-0.140869
298.00	-0.140869
299.00	-0.141113
300.00	-0.141357
301.00	-0.140747
302.00	-0.140991
303.00	-0.140991
304.00	-0.140625
305.00	-0.140381
306.00	-0.141602
307.00	-0.141968
308.00	-0.141968
309.00	-0.141479
310.00	-0.141724
311.00	-0.141479
312.00	-0.141479
313.00	-0.141479
314.00	-0.141724
315.00	-0.141724
316.00	-0.142090
317.00	-0.141602
318.00	-0.141479
319.00	-0.141602
320.00	-0.141968
321.00	-0.141846
322.00	-0.141479
323.00	-0.142090
324.00	-0.142090
325.00	-0.142090
326.00	-0.141968
327.00	-0.141968
328.00	-0.141724
329.00	-0.134644
330.00	-0.137939
331.00	-0.141235
332.00	-0.141968
333.00	-0.141846
334.00	-0.141968
335.00	-0.142212
336.00	-0.141357
337.00	-0.141724
338.00	-0.141602
339.00	-0.141602
340.00	-0.141724
341.00	-0.141968
342.00	-0.141602
343.00	-0.141968
344.00	-0.141724
345.00	-0.141479
346.00	-0.141724
347.00	-0.142090
348.00	-0.141602
349.00	-0.141724
350.00	-0.142212
351.00	-0.142212
352.00	-0.141479
