Wavelength nm.	RawData ...
190.00	0.994873
191.00	0.933594
192.00	0.835571
193.00	0.724121
194.00	0.613159
195.00	0.494873
196.00	0.396362
197.00	0.322510
198.00	0.259766
199.00	0.216919
200.00	0.188477
201.00	0.166626
202.00	0.156128
203.00	0.149780
204.00	0.147217
205.00	0.147095
206.00	0.146484
207.00	0.148193
208.00	0.150024
209.00	0.150879
210.00	0.152222
211.00	0.151367
212.00	0.150513
213.00	0.148071
214.00	0.146118
215.00	0.143433
216.00	0.140137
217.00	0.135010
218.00	0.128052
219.00	0.120117
220.00	0.111450
221.00	0.102173
222.00	0.089355
223.00	0.077148
224.00	0.065430
225.00	0.054688
226.00	0.045532
227.00	0.037231
228.00	0.030518
229.00	0.025391
230.00	0.021606
231.00	0.018921
232.00	0.016357
233.00	0.015137
234.00	0.014526
235.00	0.013672
236.00	0.013428
237.00	0.013184
238.00	0.013184
239.00	0.013428
240.00	0.013062
241.00	0.013916
242.00	0.013916
243.00	0.014282
244.00	0.014282
245.00	0.015259
246.00	0.015869
247.00	0.016479
248.00	0.017334
249.00	0.018555
250.00	0.019531
251.00	0.020264
252.00	0.021729
253.00	0.023071
254.00	0.024170
255.00	0.026123
256.00	0.027954
257.00	0.029175
258.00	0.031372
259.00	0.033325
260.00	0.035156
261.00	0.036987
262.00	0.038940
263.00	0.041260
264.00	0.042725
265.00	0.044312
266.00	0.045044
267.00	0.047241
268.00	0.048096
269.00	0.048340
270.00	0.048096
271.00	0.047485
272.00	0.046265
273.00	0.045166
274.00	0.043579
275.00	0.041504
276.00	0.039063
277.00	0.036377
278.00	0.032471
279.00	0.027832
280.00	0.023193
281.00	0.019775
282.00	0.016113
283.00	0.013916
284.00	0.012817
285.00	0.010986
286.00	0.010742
287.00	0.009644
288.00	0.009399
289.00	0.008911
290.00	0.008789
291.00	0.007935
292.00	0.007568
293.00	0.008423
294.00	0.008667
295.00	0.008545
296.00	0.008179
297.00	0.008301
298.00	0.008423
299.00	0.008423
300.00	0.008179
301.00	0.008423
302.00	0.008179
303.00	0.007935
304.00	0.007935
305.00	0.008057
306.00	0.007935
307.00	0.006714
308.00	0.007324
309.00	0.007080
310.00	0.006714
311.00	0.006836
312.00	0.006714
313.00	0.006348
314.00	0.006836
315.00	0.006226
316.00	0.006836
317.00	0.006714
318.00	0.006348
319.00	0.006470
320.00	0.006226
321.00	0.006592
322.00	0.006714
323.00	0.006470
324.00	0.007202
325.00	0.006714
326.00	0.006104
327.00	0.006470
